appt_date,geog_name,geog_code,time_between_booking_and_appt,geog_ons_code,weekday,breakdown,appt_mode,appt_count,hcp_type,appt_status,geog_type
ALL,NHS Oxfordshire CCG,10Q,ALL,E38000136,ALL,by_ccg,ALL,68351,ALL,ALL,ALL
ALL,NHS Northumberland CCG,00L,ALL,E38000130,ALL,by_ccg,ALL,57360,ALL,ALL,ALL
ALL,NHS North Tyneside CCG,99C,ALL,E38000127,ALL,by_ccg,ALL,30793,ALL,ALL,ALL
ALL,NHS Herefordshire CCG,18C,ALL,E38000236,ALL,by_ccg,ALL,101035,ALL,ALL,ALL
ALL,NHS Dorset CCG,11J,ALL,E38000045,ALL,by_ccg,ALL,138014,ALL,ALL,ALL
ALL,NHS Norfolk and Waveney CCG,26A,ALL,E38000239,ALL,by_ccg,ALL,188455,ALL,ALL,ALL
ALL,NHS Cambridgeshire and Peterborough CCG,06H,ALL,E38000026,ALL,by_ccg,ALL,125926,ALL,ALL,ALL
ALL,NHS Southend CCG,99G,ALL,E38000168,ALL,by_ccg,ALL,20429,ALL,ALL,ALL
ALL,NHS Herts Valley CCG,06N,ALL,E38000079,ALL,by_ccg,ALL,48922,ALL,ALL,ALL
ALL,NHS Portsmouth CCG,10R,ALL,E38000137,ALL,by_ccg,ALL,21609,ALL,ALL,ALL
ALL,NHS Northamptonshire CCG,78H,ALL,E38000242,ALL,by_ccg,ALL,87055,ALL,ALL,ALL
ALL,NHS Sunderland CCG,00P,ALL,E38000176,ALL,by_ccg,ALL,25905,ALL,ALL,ALL
ALL,NHS East Staffordshire CCG,05D,ALL,E38000053,ALL,by_ccg,ALL,14006,ALL,ALL,ALL
ALL,NHS Knowsley CCG,01J,ALL,E38000091,ALL,by_ccg,ALL,10565,ALL,ALL,ALL
ALL,NHS Basildon and Brentwood CCG,99E,ALL,E38000007,ALL,by_ccg,ALL,36592,ALL,ALL,ALL
ALL,NHS South West London CCG,36L,ALL,E38000245,ALL,by_ccg,ALL,110768,ALL,ALL,ALL
ALL,NHS Somerset CCG,11X,ALL,E38000150,ALL,by_ccg,ALL,77909,ALL,ALL,ALL
ALL,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,ALL,E38000153,ALL,by_ccg,ALL,19324,ALL,ALL,ALL
ALL,NHS Castle Point and Rochford CCG,99F,ALL,E38000030,ALL,by_ccg,ALL,20689,ALL,ALL,ALL
ALL,NHS Ipswich and East Suffolk CCG,06L,ALL,E38000086,ALL,by_ccg,ALL,55208,ALL,ALL,ALL
ALL,NHS Blackpool CCG,00R,ALL,E38000015,ALL,by_ccg,ALL,24255,ALL,ALL,ALL
ALL,NHS North East Lincolnshire CCG,03H,ALL,E38000119,ALL,by_ccg,ALL,23315,ALL,ALL,ALL
ALL,NHS North East Essex CCG,06T,ALL,E38000117,ALL,by_ccg,ALL,48714,ALL,ALL,ALL
ALL,NHS South Tyneside CCG,00N,ALL,E38000163,ALL,by_ccg,ALL,9624,ALL,ALL,ALL
ALL,NHS Manchester CCG,14L,ALL,E38000217,ALL,by_ccg,ALL,47534,ALL,ALL,ALL
ALL,NHS Surrey Heartlands CCG,92A,ALL,E38000246,ALL,by_ccg,ALL,102275,ALL,ALL,ALL
ALL,NHS Morecambe Bay CCG,01K,ALL,E38000228,ALL,by_ccg,ALL,43000,ALL,ALL,ALL
ALL,NHS Kirklees CCG,X2C4Y,ALL,E38000254,ALL,by_ccg,ALL,66298,ALL,ALL,ALL
ALL,NHS Frimley CCG,D4U1Y,ALL,E38000252,ALL,by_ccg,ALL,56722,ALL,ALL,ALL
ALL,NHS East Leicestershire and Rutland CCG,03W,ALL,E38000051,ALL,by_ccg,ALL,53130,ALL,ALL,ALL
ALL,NHS Wigan Borough CCG,02H,ALL,E38000205,ALL,by_ccg,ALL,23181,ALL,ALL,ALL
ALL,NHS Devon CCG,15N,ALL,E38000230,ALL,by_ccg,ALL,199911,ALL,ALL,ALL
ALL,NHS Halton CCG,01F,ALL,E38000068,ALL,by_ccg,ALL,10251,ALL,ALL,ALL
ALL,NHS Bradford District and Craven CCG,36J,ALL,E38000232,ALL,by_ccg,ALL,107329,ALL,ALL,ALL
ALL,NHS County Durham CCG,84H,ALL,E38000234,ALL,by_ccg,ALL,88786,ALL,ALL,ALL
ALL,NHS North West London CCG,W2U3Z,ALL,E38000256,ALL,by_ccg,ALL,225246,ALL,ALL,ALL
ALL,NHS Thurrock CCG,07G,ALL,E38000185,ALL,by_ccg,ALL,22007,ALL,ALL,ALL
ALL,NHS Kernow CCG,11N,ALL,E38000089,ALL,by_ccg,ALL,95972,ALL,ALL,ALL
ALL,NHS Southport and Formby CCG,01V,ALL,E38000170,ALL,by_ccg,ALL,10991,ALL,ALL,ALL
ALL,NHS Doncaster CCG,02X,ALL,E38000044,ALL,by_ccg,ALL,41236,ALL,ALL,ALL
ALL,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,ALL,E38000231,ALL,by_ccg,ALL,161523,ALL,ALL,ALL
ALL,NHS East Sussex CCG,97R,ALL,E38000235,ALL,by_ccg,ALL,75839,ALL,ALL,ALL
ALL,NHS Barnsley CCG,02P,ALL,E38000006,ALL,by_ccg,ALL,34207,ALL,ALL,ALL
ALL,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,ALL,E38000253,ALL,by_ccg,ALL,183785,ALL,ALL,ALL
ALL,NHS West Suffolk CCG,07K,ALL,E38000204,ALL,by_ccg,ALL,29580,ALL,ALL,ALL
ALL,NHS Gloucestershire CCG,11M,ALL,E38000062,ALL,by_ccg,ALL,122012,ALL,ALL,ALL
ALL,NHS North Yorkshire CCG,42D,ALL,E38000241,ALL,by_ccg,ALL,75724,ALL,ALL,ALL
ALL,NHS Hull CCG,03F,ALL,E38000085,ALL,by_ccg,ALL,36954,ALL,ALL,ALL
ALL,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,ALL,E38000222,ALL,by_ccg,ALL,108424,ALL,ALL,ALL
ALL,NHS Derby and Derbyshire CCG,15M,ALL,E38000229,ALL,by_ccg,ALL,176140,ALL,ALL,ALL
ALL,NHS Mid Essex CCG,06Q,ALL,E38000106,ALL,by_ccg,ALL,54792,ALL,ALL,ALL
ALL,NHS Kent and Medway CCG,91Q,ALL,E38000237,ALL,by_ccg,ALL,206300,ALL,ALL,ALL
ALL,NHS Vale of York CCG,03Q,ALL,E38000188,ALL,by_ccg,ALL,39096,ALL,ALL,ALL
ALL,NHS East and North Hertfordshire CCG,06K,ALL,E38000049,ALL,by_ccg,ALL,69941,ALL,ALL,ALL
ALL,NHS North Lincolnshire CCG,03K,ALL,E38000122,ALL,by_ccg,ALL,27142,ALL,ALL,ALL
ALL,NHS Leicester City CCG,04C,ALL,E38000097,ALL,by_ccg,ALL,60291,ALL,ALL,ALL
ALL,NHS West Sussex CCG,70F,ALL,E38000248,ALL,by_ccg,ALL,130026,ALL,ALL,ALL
ALL,NHS South East London CCG,72Q,ALL,E38000244,ALL,by_ccg,ALL,87957,ALL,ALL,ALL
ALL,NHS North Cumbria CCG,01H,ALL,E38000215,ALL,by_ccg,ALL,41723,ALL,ALL,ALL
ALL,NHS Greater Preston CCG,01E,ALL,E38000227,ALL,by_ccg,ALL,15715,ALL,ALL,ALL
ALL,NHS Birmingham and Solihull CCG,15E,ALL,E38000220,ALL,by_ccg,ALL,125840,ALL,ALL,ALL
ALL,NHS West Lancashire CCG,02G,ALL,E38000200,ALL,by_ccg,ALL,12671,ALL,ALL,ALL
ALL,NHS Fylde and Wyre CCG,02M,ALL,E38000226,ALL,by_ccg,ALL,24669,ALL,ALL,ALL
ALL,NHS Oldham CCG,00Y,ALL,E38000135,ALL,by_ccg,ALL,22024,ALL,ALL,ALL
ALL,NHS Nottingham and Nottinghamshire CCG,52R,ALL,E38000243,ALL,by_ccg,ALL,172049,ALL,ALL,ALL
ALL,NHS Wakefield CCG,03R,ALL,E38000190,ALL,by_ccg,ALL,60867,ALL,ALL,ALL
ALL,NHS Coventry and Warwickshire CCG,B2M3M,ALL,E38000251,ALL,by_ccg,ALL,54121,ALL,ALL,ALL
ALL,NHS Tees Valley CCG,16C,ALL,E38000247,ALL,by_ccg,ALL,107973,ALL,ALL,ALL
ALL,NHS Calderdale CCG,02T,ALL,E38000025,ALL,by_ccg,ALL,31876,ALL,ALL,ALL
ALL,NHS Leeds CCG,15F,ALL,E38000225,ALL,by_ccg,ALL,121425,ALL,ALL,ALL
ALL,NHS Rotherham CCG,03L,ALL,E38000141,ALL,by_ccg,ALL,44897,ALL,ALL,ALL
ALL,NHS North Central London CCG,93C,ALL,E38000240,ALL,by_ccg,ALL,47312,ALL,ALL,ALL
ALL,NHS Berkshire West CCG,15A,ALL,E38000221,ALL,by_ccg,ALL,54644,ALL,ALL,ALL
ALL,NHS South Sefton CCG,01T,ALL,E38000161,ALL,by_ccg,ALL,4293,ALL,ALL,ALL
ALL,NHS Warrington CCG,02E,ALL,E38000194,ALL,by_ccg,ALL,22146,ALL,ALL,ALL
ALL,NHS Stockport CCG,01W,ALL,E38000174,ALL,by_ccg,ALL,31710,ALL,ALL,ALL
ALL,London,Y56,Same Day,E40000003,ALL,by_region_and_time_between_booking_and_appt,ALL,56295,ALL,ALL,Region
ALL,North West,Y62,2 to 7 Days,E40000010,ALL,by_region_and_time_between_booking_and_appt,ALL,58547,ALL,ALL,Region
ALL,East of England,Y61,22 to 28 Days,E40000007,ALL,by_region_and_time_between_booking_and_appt,ALL,150588,ALL,ALL,Region
ALL,London,Y56,Unknown / Data Quality,E40000003,ALL,by_region_and_time_between_booking_and_appt,ALL,185,ALL,ALL,Region
ALL,North East and Yorkshire,Y63,1 Day,E40000009,ALL,by_region_and_time_between_booking_and_appt,ALL,41440,ALL,ALL,Region
ALL,South West,Y58,Unknown / Data Quality,E40000006,ALL,by_region_and_time_between_booking_and_appt,ALL,98,ALL,ALL,Region
ALL,Midlands,Y60,2 to 7 Days,E40000008,ALL,by_region_and_time_between_booking_and_appt,ALL,124670,ALL,ALL,Region
ALL,South East,Y59,More than 28 Days,E40000005,ALL,by_region_and_time_between_booking_and_appt,ALL,186845,ALL,ALL,Region
ALL,North West,Y62,1 Day,E40000010,ALL,by_region_and_time_between_booking_and_appt,ALL,12982,ALL,ALL,Region
ALL,Midlands,Y60,Unknown / Data Quality,E40000008,ALL,by_region_and_time_between_booking_and_appt,ALL,138,ALL,ALL,Region
ALL,North East and Yorkshire,Y63,22 to 28 Days,E40000009,ALL,by_region_and_time_between_booking_and_appt,ALL,212201,ALL,ALL,Region
ALL,South East,Y59,15 to 21 Days,E40000005,ALL,by_region_and_time_between_booking_and_appt,ALL,213411,ALL,ALL,Region
ALL,North West,Y62,15 to 21 Days,E40000010,ALL,by_region_and_time_between_booking_and_appt,ALL,147619,ALL,ALL,Region
ALL,North West,Y62,22 to 28 Days,E40000010,ALL,by_region_and_time_between_booking_and_appt,ALL,144277,ALL,ALL,Region
ALL,Midlands,Y60,Same Day,E40000008,ALL,by_region_and_time_between_booking_and_appt,ALL,154665,ALL,ALL,Region
ALL,London,Y56,2 to 7 Days,E40000003,ALL,by_region_and_time_between_booking_and_appt,ALL,67401,ALL,ALL,Region
ALL,East of England,Y61,15 to 21 Days,E40000007,ALL,by_region_and_time_between_booking_and_appt,ALL,173662,ALL,ALL,Region
ALL,East of England,Y61,Same Day,E40000007,ALL,by_region_and_time_between_booking_and_appt,ALL,128247,ALL,ALL,Region
ALL,South West,Y58,More than 28 Days,E40000006,ALL,by_region_and_time_between_booking_and_appt,ALL,168464,ALL,ALL,Region
ALL,North West,Y62,Same Day,E40000010,ALL,by_region_and_time_between_booking_and_appt,ALL,52415,ALL,ALL,Region
ALL,Midlands,Y60,8 to 14 Days,E40000008,ALL,by_region_and_time_between_booking_and_appt,ALL,249661,ALL,ALL,Region
ALL,South West,Y58,1 Day,E40000006,ALL,by_region_and_time_between_booking_and_appt,ALL,21844,ALL,ALL,Region
ALL,East of England,Y61,More than 28 Days,E40000007,ALL,by_region_and_time_between_booking_and_appt,ALL,144498,ALL,ALL,Region
ALL,South West,Y58,2 to 7 Days,E40000006,ALL,by_region_and_time_between_booking_and_appt,ALL,85016,ALL,ALL,Region
ALL,East of England,Y61,2 to 7 Days,E40000007,ALL,by_region_and_time_between_booking_and_appt,ALL,93495,ALL,ALL,Region
ALL,East of England,Y61,8 to 14 Days,E40000007,ALL,by_region_and_time_between_booking_and_appt,ALL,170457,ALL,ALL,Region
ALL,North East and Yorkshire,Y63,8 to 14 Days,E40000009,ALL,by_region_and_time_between_booking_and_appt,ALL,258124,ALL,ALL,Region
ALL,South West,Y58,8 to 14 Days,E40000006,ALL,by_region_and_time_between_booking_and_appt,ALL,174432,ALL,ALL,Region
ALL,South East,Y59,Same Day,E40000005,ALL,by_region_and_time_between_booking_and_appt,ALL,87802,ALL,ALL,Region
ALL,East of England,Y61,1 Day,E40000007,ALL,by_region_and_time_between_booking_and_appt,ALL,26969,ALL,ALL,Region
ALL,North East and Yorkshire,Y63,Same Day,E40000009,ALL,by_region_and_time_between_booking_and_appt,ALL,170105,ALL,ALL,Region
ALL,South West,Y58,15 to 21 Days,E40000006,ALL,by_region_and_time_between_booking_and_appt,ALL,182160,ALL,ALL,Region
ALL,North East and Yorkshire,Y63,15 to 21 Days,E40000009,ALL,by_region_and_time_between_booking_and_appt,ALL,256887,ALL,ALL,Region
ALL,London,Y56,22 to 28 Days,E40000003,ALL,by_region_and_time_between_booking_and_appt,ALL,97655,ALL,ALL,Region
ALL,London,Y56,15 to 21 Days,E40000003,ALL,by_region_and_time_between_booking_and_appt,ALL,132784,ALL,ALL,Region
ALL,North East and Yorkshire,Y63,More than 28 Days,E40000009,ALL,by_region_and_time_between_booking_and_appt,ALL,219306,ALL,ALL,Region
ALL,North West,Y62,8 to 14 Days,E40000010,ALL,by_region_and_time_between_booking_and_appt,ALL,135038,ALL,ALL,Region
ALL,Midlands,Y60,15 to 21 Days,E40000008,ALL,by_region_and_time_between_booking_and_appt,ALL,256603,ALL,ALL,Region
ALL,South West,Y58,22 to 28 Days,E40000006,ALL,by_region_and_time_between_booking_and_appt,ALL,170854,ALL,ALL,Region
ALL,South East,Y59,22 to 28 Days,E40000005,ALL,by_region_and_time_between_booking_and_appt,ALL,197006,ALL,ALL,Region
ALL,North East and Yorkshire,Y63,2 to 7 Days,E40000009,ALL,by_region_and_time_between_booking_and_appt,ALL,133851,ALL,ALL,Region
ALL,South East,Y59,1 Day,E40000005,ALL,by_region_and_time_between_booking_and_appt,ALL,19400,ALL,ALL,Region
ALL,East of England,Y61,Unknown / Data Quality,E40000007,ALL,by_region_and_time_between_booking_and_appt,ALL,95,ALL,ALL,Region
ALL,London,Y56,More than 28 Days,E40000003,ALL,by_region_and_time_between_booking_and_appt,ALL,75837,ALL,ALL,Region
ALL,Midlands,Y60,22 to 28 Days,E40000008,ALL,by_region_and_time_between_booking_and_appt,ALL,222492,ALL,ALL,Region
ALL,Midlands,Y60,More than 28 Days,E40000008,ALL,by_region_and_time_between_booking_and_appt,ALL,214190,ALL,ALL,Region
ALL,South East,Y59,8 to 14 Days,E40000005,ALL,by_region_and_time_between_booking_and_appt,ALL,192949,ALL,ALL,Region
ALL,London,Y56,1 Day,E40000003,ALL,by_region_and_time_between_booking_and_appt,ALL,16778,ALL,ALL,Region
ALL,Midlands,Y60,1 Day,E40000008,ALL,by_region_and_time_between_booking_and_appt,ALL,32849,ALL,ALL,Region
ALL,North East and Yorkshire,Y63,Unknown / Data Quality,E40000009,ALL,by_region_and_time_between_booking_and_appt,ALL,53,ALL,ALL,Region
ALL,South East,Y59,2 to 7 Days,E40000005,ALL,by_region_and_time_between_booking_and_appt,ALL,84466,ALL,ALL,Region
ALL,South West,Y58,Same Day,E40000006,ALL,by_region_and_time_between_booking_and_appt,ALL,100897,ALL,ALL,Region
ALL,London,Y56,8 to 14 Days,E40000003,ALL,by_region_and_time_between_booking_and_appt,ALL,140282,ALL,ALL,Region
ALL,North West,Y62,More than 28 Days,E40000010,ALL,by_region_and_time_between_booking_and_appt,ALL,121916,ALL,ALL,Region
ALL,South East,Y59,Unknown / Data Quality,E40000005,ALL,by_region_and_time_between_booking_and_appt,ALL,46,ALL,ALL,Region
ALL,North West,Y62,Unknown / Data Quality,E40000010,ALL,by_region_and_time_between_booking_and_appt,ALL,74,ALL,ALL,Region
ALL,North West,Y62,ALL,E40000010,ALL,by_region_and_appt_status,ALL,6500,ALL,DNA,Region
ALL,East of England,Y61,ALL,E40000007,ALL,by_region_and_appt_status,ALL,9278,ALL,DNA,Region
ALL,South East,Y59,ALL,E40000005,ALL,by_region_and_appt_status,ALL,174904,ALL,Attended,Region
ALL,Midlands,Y60,ALL,E40000008,ALL,by_region_and_appt_status,ALL,294278,ALL,Attended,Region
ALL,North West,Y62,ALL,E40000010,ALL,by_region_and_appt_status,ALL,104421,ALL,Attended,Region
ALL,South West,Y58,ALL,E40000006,ALL,by_region_and_appt_status,ALL,203948,ALL,Attended,Region
ALL,London,Y56,ALL,E40000003,ALL,by_region_and_appt_status,ALL,7379,ALL,DNA,Region
ALL,North East and Yorkshire,Y63,ALL,E40000009,ALL,by_region_and_appt_status,ALL,330416,ALL,Attended,Region
ALL,London,Y56,ALL,E40000003,ALL,by_region_and_appt_status,ALL,464484,ALL,Unknown,Region
ALL,South West,Y58,ALL,E40000006,ALL,by_region_and_appt_status,ALL,691837,ALL,Unknown,Region
ALL,Midlands,Y60,ALL,E40000008,ALL,by_region_and_appt_status,ALL,13425,ALL,DNA,Region
ALL,South East,Y59,ALL,E40000005,ALL,by_region_and_appt_status,ALL,799405,ALL,Unknown,Region
ALL,East of England,Y61,ALL,E40000007,ALL,by_region_and_appt_status,ALL,640036,ALL,Unknown,Region
ALL,South East,Y59,ALL,E40000005,ALL,by_region_and_appt_status,ALL,7616,ALL,DNA,Region
ALL,South West,Y58,ALL,E40000006,ALL,by_region_and_appt_status,ALL,7980,ALL,DNA,Region
ALL,North East and Yorkshire,Y63,ALL,E40000009,ALL,by_region_and_appt_status,ALL,13853,ALL,DNA,Region
ALL,Midlands,Y60,ALL,E40000008,ALL,by_region_and_appt_status,ALL,947565,ALL,Unknown,Region
ALL,North West,Y62,ALL,E40000010,ALL,by_region_and_appt_status,ALL,561947,ALL,Unknown,Region
ALL,East of England,Y61,ALL,E40000007,ALL,by_region_and_appt_status,ALL,238697,ALL,Attended,Region
ALL,London,Y56,ALL,E40000003,ALL,by_region_and_appt_status,ALL,115354,ALL,Attended,Region
ALL,North East and Yorkshire,Y63,ALL,E40000009,ALL,by_region_and_appt_status,ALL,947698,ALL,Unknown,Region
ALL,North East and Yorkshire,Y63,ALL,E40000009,ALL,by_region_and_hcp_type,ALL,443396,GP,ALL,Region
ALL,South East,Y59,ALL,E40000005,ALL,by_region_and_hcp_type,ALL,593198,Other Practice Staff,ALL,Region
ALL,South East,Y59,ALL,E40000005,ALL,by_region_and_hcp_type,ALL,375493,GP,ALL,Region
ALL,East of England,Y61,ALL,E40000007,ALL,by_region_and_hcp_type,ALL,323733,GP,ALL,Region
ALL,South West,Y58,ALL,E40000006,ALL,by_region_and_hcp_type,ALL,335445,GP,ALL,Region
ALL,North East and Yorkshire,Y63,ALL,E40000009,ALL,by_region_and_hcp_type,ALL,819201,Other Practice Staff,ALL,Region
ALL,Midlands,Y60,ALL,E40000008,ALL,by_region_and_hcp_type,ALL,769313,Other Practice Staff,ALL,Region
ALL,London,Y56,ALL,E40000003,ALL,by_region_and_hcp_type,ALL,5866,Unknown,ALL,Region
ALL,South West,Y58,ALL,E40000006,ALL,by_region_and_hcp_type,ALL,27253,Unknown,ALL,Region
ALL,South East,Y59,ALL,E40000005,ALL,by_region_and_hcp_type,ALL,13234,Unknown,ALL,Region
ALL,East of England,Y61,ALL,E40000007,ALL,by_region_and_hcp_type,ALL,25485,Unknown,ALL,Region
ALL,London,Y56,ALL,E40000003,ALL,by_region_and_hcp_type,ALL,295319,Other Practice Staff,ALL,Region
ALL,South West,Y58,ALL,E40000006,ALL,by_region_and_hcp_type,ALL,541067,Other Practice Staff,ALL,Region
ALL,Midlands,Y60,ALL,E40000008,ALL,by_region_and_hcp_type,ALL,31066,Unknown,ALL,Region
ALL,London,Y56,ALL,E40000003,ALL,by_region_and_hcp_type,ALL,286032,GP,ALL,Region
ALL,North West,Y62,ALL,E40000010,ALL,by_region_and_hcp_type,ALL,9494,Unknown,ALL,Region
ALL,East of England,Y61,ALL,E40000007,ALL,by_region_and_hcp_type,ALL,538793,Other Practice Staff,ALL,Region
ALL,North West,Y62,ALL,E40000010,ALL,by_region_and_hcp_type,ALL,246802,GP,ALL,Region
ALL,North West,Y62,ALL,E40000010,ALL,by_region_and_hcp_type,ALL,416572,Other Practice Staff,ALL,Region
ALL,Midlands,Y60,ALL,E40000008,ALL,by_region_and_hcp_type,ALL,454889,GP,ALL,Region
ALL,North East and Yorkshire,Y63,ALL,E40000009,ALL,by_region_and_hcp_type,ALL,29370,Unknown,ALL,Region
ALL,England,ENG,ALL,ENG,ALL,national_count,ALL,6581021,ALL,ALL,National
ALL,NHS Doncaster CCG,02X,ALL,E38000044,ALL,by_ccg_and_appt_status,ALL,567,ALL,DNA,CCG
ALL,NHS Northamptonshire CCG,78H,ALL,E38000242,ALL,by_ccg_and_appt_status,ALL,26173,ALL,Attended,CCG
ALL,NHS East Leicestershire and Rutland CCG,03W,ALL,E38000051,ALL,by_ccg_and_appt_status,ALL,14035,ALL,Attended,CCG
ALL,NHS Kernow CCG,11N,ALL,E38000089,ALL,by_ccg_and_appt_status,ALL,73480,ALL,Unknown,CCG
ALL,NHS Blackburn with Darwen CCG,00Q,ALL,E38000014,ALL,by_ccg_and_appt_status,ALL,65,ALL,DNA,CCG
ALL,NHS Norfolk and Waveney CCG,26A,ALL,E38000239,ALL,by_ccg_and_appt_status,ALL,139433,ALL,Unknown,CCG
ALL,NHS Buckinghamshire CCG,14Y,ALL,E38000223,ALL,by_ccg_and_appt_status,ALL,37834,ALL,Unknown,CCG
ALL,NHS Shropshire and Telford and Wrekin CCG,M2L0M,ALL,E38000257,ALL,by_ccg_and_appt_status,ALL,38648,ALL,Unknown,CCG
ALL,NHS Norfolk and Waveney CCG,26A,ALL,E38000239,ALL,by_ccg_and_appt_status,ALL,1988,ALL,DNA,CCG
ALL,NHS Brighton and Hove CCG,09D,ALL,E38000021,ALL,by_ccg_and_appt_status,ALL,381,ALL,DNA,CCG
ALL,NHS East Sussex CCG,97R,ALL,E38000235,ALL,by_ccg_and_appt_status,ALL,62259,ALL,Unknown,CCG
ALL,NHS Halton CCG,01F,ALL,E38000068,ALL,by_ccg_and_appt_status,ALL,102,ALL,DNA,CCG
ALL,NHS Northumberland CCG,00L,ALL,E38000130,ALL,by_ccg_and_appt_status,ALL,42021,ALL,Unknown,CCG
ALL,NHS Rotherham CCG,03L,ALL,E38000141,ALL,by_ccg_and_appt_status,ALL,471,ALL,DNA,CCG
ALL,NHS Kent and Medway CCG,91Q,ALL,E38000237,ALL,by_ccg_and_appt_status,ALL,176293,ALL,Unknown,CCG
ALL,NHS Frimley CCG,D4U1Y,ALL,E38000252,ALL,by_ccg_and_appt_status,ALL,9163,ALL,Attended,CCG
ALL,NHS Oldham CCG,00Y,ALL,E38000135,ALL,by_ccg_and_appt_status,ALL,2490,ALL,Attended,CCG
ALL,NHS Sunderland CCG,00P,ALL,E38000176,ALL,by_ccg_and_appt_status,ALL,22103,ALL,Unknown,CCG
ALL,NHS West Leicestershire CCG,04V,ALL,E38000201,ALL,by_ccg_and_appt_status,ALL,541,ALL,DNA,CCG
ALL,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,ALL,E38000222,ALL,by_ccg_and_appt_status,ALL,16777,ALL,Attended,CCG
ALL,NHS County Durham CCG,84H,ALL,E38000234,ALL,by_ccg_and_appt_status,ALL,26255,ALL,Attended,CCG
ALL,NHS Hull CCG,03F,ALL,E38000085,ALL,by_ccg_and_appt_status,ALL,588,ALL,DNA,CCG
ALL,NHS Vale of York CCG,03Q,ALL,E38000188,ALL,by_ccg_and_appt_status,ALL,29498,ALL,Unknown,CCG
ALL,NHS Calderdale CCG,02T,ALL,E38000025,ALL,by_ccg_and_appt_status,ALL,370,ALL,DNA,CCG
ALL,NHS Liverpool CCG,99A,ALL,E38000101,ALL,by_ccg_and_appt_status,ALL,17297,ALL,Unknown,CCG
ALL,NHS South Tyneside CCG,00N,ALL,E38000163,ALL,by_ccg_and_appt_status,ALL,1538,ALL,Attended,CCG
ALL,NHS North East London CCG,A3A8R,ALL,E38000255,ALL,by_ccg_and_appt_status,ALL,20202,ALL,Attended,CCG
ALL,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,ALL,E38000253,ALL,by_ccg_and_appt_status,ALL,1504,ALL,DNA,CCG
ALL,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,ALL,E38000231,ALL,by_ccg_and_appt_status,ALL,119047,ALL,Unknown,CCG
ALL,NHS Cannock Chase CCG,04Y,ALL,E38000028,ALL,by_ccg_and_appt_status,ALL,9218,ALL,Unknown,CCG
ALL,NHS County Durham CCG,84H,ALL,E38000234,ALL,by_ccg_and_appt_status,ALL,1060,ALL,DNA,CCG
ALL,NHS East Sussex CCG,97R,ALL,E38000235,ALL,by_ccg_and_appt_status,ALL,13015,ALL,Attended,CCG
ALL,NHS Frimley CCG,D4U1Y,ALL,E38000252,ALL,by_ccg_and_appt_status,ALL,47045,ALL,Unknown,CCG
ALL,NHS Somerset CCG,11X,ALL,E38000150,ALL,by_ccg_and_appt_status,ALL,492,ALL,DNA,CCG
ALL,NHS Mid Essex CCG,06Q,ALL,E38000106,ALL,by_ccg_and_appt_status,ALL,455,ALL,DNA,CCG
ALL,NHS Mid Essex CCG,06Q,ALL,E38000106,ALL,by_ccg_and_appt_status,ALL,38845,ALL,Unknown,CCG
ALL,NHS Liverpool CCG,99A,ALL,E38000101,ALL,by_ccg_and_appt_status,ALL,288,ALL,DNA,CCG
ALL,NHS Bury CCG,00V,ALL,E38000024,ALL,by_ccg_and_appt_status,ALL,4746,ALL,Unknown,CCG
ALL,NHS Kirklees CCG,X2C4Y,ALL,E38000254,ALL,by_ccg_and_appt_status,ALL,689,ALL,DNA,CCG
ALL,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,ALL,E38000249,ALL,by_ccg_and_appt_status,ALL,1721,ALL,DNA,CCG
ALL,NHS North East Essex CCG,06T,ALL,E38000117,ALL,by_ccg_and_appt_status,ALL,10913,ALL,Attended,CCG
ALL,NHS North East Lincolnshire CCG,03H,ALL,E38000119,ALL,by_ccg_and_appt_status,ALL,15254,ALL,Unknown,CCG
ALL,NHS Stafford and Surrounds CCG,05V,ALL,E38000173,ALL,by_ccg_and_appt_status,ALL,2031,ALL,Attended,CCG
ALL,NHS Cannock Chase CCG,04Y,ALL,E38000028,ALL,by_ccg_and_appt_status,ALL,1681,ALL,Attended,CCG
ALL,NHS Southend CCG,99G,ALL,E38000168,ALL,by_ccg_and_appt_status,ALL,14203,ALL,Unknown,CCG
ALL,NHS Leicester City CCG,04C,ALL,E38000097,ALL,by_ccg_and_appt_status,ALL,973,ALL,DNA,CCG
ALL,NHS Southend CCG,99G,ALL,E38000168,ALL,by_ccg_and_appt_status,ALL,5940,ALL,Attended,CCG
ALL,NHS Berkshire West CCG,15A,ALL,E38000221,ALL,by_ccg_and_appt_status,ALL,9286,ALL,Attended,CCG
ALL,NHS Tees Valley CCG,16C,ALL,E38000247,ALL,by_ccg_and_appt_status,ALL,78676,ALL,Unknown,CCG
ALL,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,ALL,E38000231,ALL,by_ccg_and_appt_status,ALL,1496,ALL,DNA,CCG
